month,route_id,period,num_passengers,avg_additional_stop_time,avg_additional_travel_time,customer_journey_time_performance,date,year,year_month,data_source,frequency,transit_mode
9,6,peak,5485017.5,1.2416402,0.89888406,0.8642358,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,7,offpeak,3752982.2,0.7509308,0.50585884,0.89855564,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,7,peak,4156502.8,0.67342675,0.40154094,0.93411493,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,S 42nd,offpeak,301819.4,0.56430465,-0.11664779,0.9780003,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,S 42nd,peak,414072.84,0.434626,-0.12078728,0.99251425,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,A,offpeak,3412484.5,1.2692854,0.7666055,0.79111576,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,A,peak,4259487.5,1.1775117,0.6687057,0.83280265,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,B,offpeak,2026493.4,1.9895414,1.3488299,0.74522316,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,B,peak,2638374.5,1.8018155,1.1367378,0.7603887,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,C,offpeak,2233343.8,1.5281557,0.498233,0.83486,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,C,peak,1975825.0,1.717965,0.46117127,0.82320464,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,D,offpeak,2620380.2,1.9421533,1.0082668,0.7475913,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,D,peak,2600287.5,1.7051443,1.0921556,0.7651879,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,E,offpeak,3157222.2,1.2319611,0.29317755,0.8533608,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,E,peak,3641131.5,1.6295669,-0.15439126,0.8741986,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,F,offpeak,3829121.5,1.9634808,0.25792357,0.77775925,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,F,peak,4403028.5,1.7183375,-0.24056727,0.8337712,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,G,offpeak,1081447.9,1.4864346,1.0514147,0.8180216,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,G,peak,1228778.2,1.1426487,0.7419058,0.82022357,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,JZ,offpeak,1373955.6,1.3711053,0.938262,0.77602166,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,JZ,peak,1431549.6,1.1980244,0.56794655,0.82035226,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,L,offpeak,2539747.5,1.0304389,0.564708,0.91261685,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,L,peak,2646483.5,1.5577039,0.6527429,0.90920424,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,M,offpeak,1587871.2,2.020676,0.34533367,0.77636284,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,M,peak,1872611.1,2.2664196,0.31831262,0.78013873,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,N,offpeak,2407703.8,1.4413565,0.9228561,0.7930928,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,N,peak,2681831.5,1.3834472,0.46180257,0.8276499,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,Q,offpeak,2981502.2,1.4626008,1.181979,0.7683992,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,Q,peak,3286226.5,1.2871506,0.88069266,0.8041926,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,R,offpeak,3184356.2,1.6928617,0.21334451,0.7922996,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,R,peak,3606744.2,1.6314431,0.049345985,0.82291955,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,S Fkln,offpeak,185170.28,0.36883277,-0.014528426,0.95954734,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,S Fkln,peak,178892.2,0.26691735,-0.06445921,0.9664136,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,S Rock,offpeak,32067.758,1.1402847,-0.7278297,0.88108677,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,S Rock,peak,21257.271,0.79565185,-1.1685624,0.9076641,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,W,offpeak,1125852.6,0.9913539,0.20371634,0.87999594,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
9,W,peak,1384712.8,0.8127979,-0.11971531,0.9170542,2024-09-01,2024,2024-09,subway_metrics,monthly,subway
8,1,offpeak,4578129.5,1.0156275,0.6845558,0.8795125,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,1,peak,4465300.5,1.0760287,0.61339706,0.8958784,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,2,offpeak,2811580.5,1.6782326,0.55909085,0.8214635,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,2,peak,2982010.2,1.6533959,0.53831613,0.85627985,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,3,offpeak,2096368.8,1.0650082,0.2686346,0.8768062,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,3,peak,2329676.2,1.1554371,0.4784272,0.8764544,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,4,offpeak,3738076.0,0.94853365,0.36559108,0.8698265,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,4,peak,3530317.5,0.96605724,0.29003134,0.8839255,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,5,offpeak,2500088.5,1.2232832,0.4981212,0.8591287,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,5,peak,3027575.2,1.1661891,0.026277034,0.88541794,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,6,offpeak,4710407.5,1.1190103,0.5684976,0.88267165,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,6,peak,4802319.0,1.2329818,0.7739786,0.8723921,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,7,offpeak,4049921.0,1.6083466,0.55778223,0.8676643,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,7,peak,3993039.0,1.1530154,0.47185823,0.90433604,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,S 42nd,offpeak,283886.72,0.5581119,-0.11050135,0.97317487,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,S 42nd,peak,318235.78,0.42672926,-0.10258348,0.9960124,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,A,offpeak,3537290.2,1.286981,0.8259143,0.7862079,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,A,peak,4007415.5,1.0673602,0.54325646,0.84309566,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,B,offpeak,2234311.0,1.6079016,1.1092784,0.76432014,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,B,peak,2607577.2,1.6220258,0.7558021,0.7875095,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,C,offpeak,2379668.8,1.6783751,0.61414176,0.8062792,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,C,peak,1784528.2,1.6106994,0.44034982,0.82669413,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,D,offpeak,2615124.5,1.6901249,1.0690312,0.7489045,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,D,peak,2322085.2,1.408968,0.6749741,0.79852533,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,E,offpeak,3352950.2,1.3303723,0.51299936,0.8346125,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,E,peak,3465619.8,0.989426,-0.6649087,0.91367066,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,F,offpeak,4303286.5,1.8769603,0.38727635,0.7831962,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,F,peak,4308668.5,1.4267738,-0.52787143,0.86927587,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,G,offpeak,522395.0,1.1432867,0.7813437,0.8874828,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,G,peak,524517.5,0.78192127,0.56441045,0.8934547,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,JZ,offpeak,1368782.8,1.5047618,0.91469425,0.78002125,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
8,JZ,peak,1284552.4,1.2965214,0.38438904,0.8285567,2024-08-01,2024,2024-08,subway_metrics,monthly,subway
